OBJECTID,CHITRT0_,CHITRT0_ID,TRACT,STATE,COUNTY,CNTYTRT,POPU,Dist_5_mi,Dist_10_mi,Dist_15_mi,Dist_20_mi,Beta_6,Beta_8,Beta_10,Beta_12,Beta_14,Beta_16,Beta_18,Dist
510,511,680,1500,17,37,37001500,3789,1.273822939,1.32404361,0.987590828,0.637417934,1.409993048,1.164499783,1.031271198,1.050743975,1.28529858,1.800615526,2.620011102,0
511,512,871,854501,17,89,89854501,6233,0.114259598,0.976217986,0.775337614,1.33010592,1.731563411,1.473812328,1.243828216,1.038921932,0.856377421,0.693735732,0.551821155,0
512,513,959,1700,17,37,37001700,3428,0.291715286,0.884238298,1.022261995,0.809655709,1.413195546,1.115999088,0.870906825,0.672479106,0.516316231,0.397601327,0.311414778,0
513,514,1109,1800,17,37,37001800,3790,0.527704485,0.352208309,0.994557498,0.468875446,1.258365052,0.951896513,0.709348954,0.521589507,0.381671674,0.283560736,0.222191925,0
514,515,1602,890500,17,93,93890500,7662,0.391542678,0.815235947,0.6158834,0.743414751,1.495735862,1.205673361,0.96428682,0.772174798,0.632853245,0.547459694,0.507221967,0
515,516,1616,1900,17,37,37001900,2110,1.484187693,0.747680388,0.382944482,0.596921087,1.364891966,1.064372719,0.821254937,0.630609821,0.489175704,0.392587197,0.333033829,0
516,517,1703,890600,17,93,93890600,5893,1.187849992,0.792109117,0.584030738,0.740447681,1.49534774,1.1998982,0.947865285,0.736012174,0.562924106,0.427698869,0.330091676,0
517,518,1714,890700,17,93,93890700,5036,0.181570586,0.261507835,0.97355581,0.80432826,1.514627719,1.219484457,0.965083458,0.747977863,0.566365017,0.418617847,0.303529046,0
518,519,1856,883602,17,197,197883602,4098,0.501247105,0.900887346,0.76428828,0.911064931,1.719335631,1.445317346,1.191856343,0.956861888,0.747974479,0.574543105,0.439488767,0
519,520,1857,883506,17,197,197883506,8171,0.244768082,0.329554323,1.078135896,1.055688501,1.712326519,1.435540769,1.180800036,0.947795427,0.741734348,0.568612811,0.432005917,0
520,521,1858,883302,17,197,197883302,4993,0.445037828,0.224160951,0.806667248,1.551454354,1.5555408,1.262394795,1.005725605,0.782695848,0.593247648,0.437908326,0.317549346,0
521,522,1859,883301,17,197,197883301,8319,0.601033778,1.110991725,1.151233378,0.653780743,1.560129667,1.278694904,1.045033302,0.86439029,0.745532429,0.689606922,0.678654405,0
522,523,1860,100,17,63,63000100,5067,0,1.367597337,1.070079779,0.595770495,1.465989879,1.168816749,0.91790791,0.708761089,0.538005409,0.401330047,0.294148582,0
523,524,1861,200,17,63,63000200,4808,1.823154057,1.164138834,0.601823185,0.410479834,1.338194217,1.036327165,0.794475266,0.606366258,0.465973014,0.363641661,0.286214915,0
524,525,1864,700,17,63,63000700,5736,0.630318311,1.346834501,0.706379395,0.569124804,1.395018484,1.094120985,0.846649165,0.64707604,0.491415981,0.375123372,0.293391821,0
525,526,1866,883902,17,197,197883902,3948,0,0.13319094,0.39078184,0.662973867,1.525346147,1.221633973,0.954272303,0.721390478,0.525977153,0.370501902,0.253768696,0
526,527,1867,883901,17,197,197883901,5506,0.544860153,0.213424671,0.774908949,1.582944638,1.578072514,1.316886296,1.145294266,1.071035089,1.019289017,0.934900959,0.840695069,0
527,528,1868,883400,17,197,197883400,6050,0,0.382091288,0.716435244,0.788035672,1.442906025,1.142623921,0.889708439,0.678964326,0.507192372,0.371628684,0.270067555,0
528,529,1870,500,17,63,63000500,2910,1.823154057,1.318974868,0.629540274,0.337997746,1.285350758,0.98191334,0.742929358,0.560430924,0.426973694,0.331957207,0.261837097,0
529,530,1871,10900,17,91,91010900,4486,0.119976005,0.032248702,0.459344696,1.1560187,1.339506356,1.02666319,0.768576338,0.558782005,0.393189218,0.267575875,0.177568554,0
530,531,1872,10100,17,91,91010100,2579,0,0.544744785,1.518422513,1.327377524,1.425794394,1.121290202,0.865001456,0.651642872,0.478371381,0.34215115,0.239933669,0
531,532,1873,10200,17,91,91010200,8566,0.922998687,1.839676382,1.506635612,1.281522566,1.439873459,1.150137808,0.916284389,0.734531079,0.602233053,0.516588514,0.477212157,0
532,533,1874,884002,17,197,197884002,3995,0.445037828,0.196365479,1.630295514,1.512033675,1.380104851,1.077674251,0.828726975,0.625950239,0.463686577,0.337250069,0.244293639,0
533,534,1875,600,17,63,63000600,2773,0.360620267,0.125727479,0.614717334,0.296682453,1.197692542,0.887958788,0.646119595,0.46065467,0.322579865,0.224002196,0.158388526,0
534,535,1878,900,17,63,63000900,3721,0.268744961,0.328790139,0.182245592,0.3459917,1.242709209,0.935725003,0.695242308,0.512925071,0.384517144,0.307749211,0.277444629,0
535,536,1881,10800,17,91,91010800,3849,0.119976005,0.532915831,1.495346646,1.150211584,1.310199724,1.006584342,0.764364886,0.574140022,0.426807059,0.313241966,0.228381555,0
536,537,1882,10400,17,91,91010400,4588,2.097930585,1.696815126,1.539452514,1.211052295,1.316485396,1.043134143,0.849641896,0.724356198,0.641907259,0.564250738,0.47011674,0
537,538,1884,10300,17,91,91010300,3678,0,0.471898928,1.272086242,1.23643722,1.238538727,0.932803644,0.692690088,0.506291052,0.363138447,0.254227229,0.174410873,0
538,539,1894,11000,17,91,91011000,2785,0,0.077573454,0.025999713,1.142506082,1.206075562,0.893751725,0.648603618,0.459285378,0.316498846,0.211856584,0.138982986,0
539,540,1896,11200,17,91,91011200,2173,0,1.77438858,1.484561642,1.176240357,1.234500848,0.937737723,0.712412969,0.544858897,0.418893769,0.317662253,0.233692411,0
540,541,1898,12600,17,91,91012600,4621,0.649210128,1.602962085,1.454766588,1.206181659,1.219339107,0.925408484,0.705218786,0.544290636,0.425277884,0.330446596,0.253246023,0
541,542,1901,11100,17,91,91011100,2004,0.499001996,0.077573454,1.426927601,1.171369721,1.208589606,0.903870064,0.669495932,0.493643422,0.366122376,0.279207996,0.231707111,0
542,543,1,860806,17,97,97860806,3770,0.267298014,0.17385898,0.523786449,0.802616152,1.492255614,1.208750277,0.973241966,0.781569171,0.631298976,0.521258482,0.450579719,0
543,544,2,860805,17,97,97860805,1895,0.267298014,0.239657779,0.445982971,0.874175199,1.466592931,1.177843091,0.936396478,0.736166421,0.572222218,0.440471084,0.337578962,0
544,545,3,860810,17,97,97860810,4864,0.276481723,0.521953781,1.062906352,0.866847395,1.525427342,1.245356008,1.009748672,0.813611356,0.653198941,0.526139005,0.431064167,0
545,546,4,870102,17,111,111870102,5329,0.489920118,0.559268315,0.568091693,0.861627559,1.486068083,1.202466418,0.966421014,0.77219011,0.614741383,0.489264904,0.391487638,0
546,547,10,860101,17,97,97860101,6058,0.512802477,0.77033779,0.923622102,0.686629184,1.60379107,1.357777839,1.181706224,1.092372503,1.108945409,1.237997898,1.457236423,0
547,548,11,860103,17,97,97860103,3587,0.393998305,0.77033779,0.884440984,0.678420396,1.550081513,1.272139941,1.040442772,0.853246996,0.70916735,0.605075377,0.5340701,0
548,549,12,860104,17,97,97860104,3441,0.453108112,0.77033779,0.884440984,0.746374793,1.575487624,1.30019933,1.068479606,0.877972534,0.72633347,0.609951171,0.522886999,0
549,550,13,860807,17,97,97860807,2831,0.107242651,0.559268315,0.586152704,0.980469945,1.518315067,1.242094091,1.016413709,0.841293209,0.720724976,0.660770639,0.663411604,0
550,551,14,860809,17,97,97860809,2592,0.383724375,0.29845809,0.977917613,1.026349214,1.534460233,1.258786252,1.030068779,0.84542668,0.703874611,0.605970109,0.552834904,0
551,552,15,860808,17,97,97860808,3002,0.30498835,0.568524904,0.762345584,0.957457599,1.532695692,1.254905914,1.021556285,0.827562896,0.668431488,0.539852291,0.437767543,0
552,553,16,860811,17,97,97860811,2837,0.276481723,0.571162747,1.173817825,0.875531001,1.567372365,1.295709811,1.067305478,0.877756642,0.723628648,0.602687622,0.513712663,0
553,554,17,860200,17,97,97860200,3713,0.453108112,1.157809712,1.026639789,0.772845918,1.614072507,1.34524057,1.116082173,0.921909291,0.757059321,0.615920019,0.494779932,0
554,555,20,860400,17,97,97860400,4509,1.263494615,1.308266054,1.111781826,0.867946758,1.68213116,1.438351811,1.237528363,1.073809695,0.937598513,0.817727342,0.706220294,0
555,556,22,861012,17,97,97861012,4463,0.383724375,0.472216079,1.175876011,1.133731679,1.596535641,1.329878771,1.104594442,0.916014294,0.75966212,0.63134487,0.527663037,0
556,557,23,861007,17,97,97861007,3341,0.336176088,0.603810123,1.265410958,0.923126787,1.617525565,1.355305753,1.133418738,0.946616083,0.789585769,0.657639979,0.547502699,0
557,558,24,860600,17,97,97860600,6514,0.453108112,1.272392044,1.026639789,0.824052966,1.670840622,1.413788535,1.192884602,1.001716609,0.832387519,0.678834513,0.540297103,0
558,559,26,861009,17,97,97861009,3799,0.964000397,1.631713768,1.395936683,1.075719171,1.684036151,1.437388744,1.229142114,1.053453247,0.903519169,0.773264298,0.659204184,0
559,560,27,861010,17,97,97861010,3676,0.531241325,0.992934059,1.344857991,1.156744025,1.629808462,1.368023467,1.144721117,0.95478951,0.792906837,0.65398971,0.53456647,0
560,561,28,860903,17,97,97860903,5965,0.254759602,0.849537102,0.870535455,1.156744025,1.603047368,1.343879517,1.13535075,0.981455868,0.885730879,0.839498185,0.817125896,0
561,562,29,870704,17,111,111870704,4154,1.077836266,0.828829249,0.882373527,1.058868874,1.568003243,1.299225438,1.074902535,0.89002703,0.738887835,0.614418904,0.509650659,0
562,563,30,870703,17,111,111870703,4582,1.457824169,0.5243302,0.708315962,0.794480657,1.534117893,1.262638207,1.03924975,0.858881847,0.715807355,0.602654954,0.511373669,0
563,564,32,870500,17,111,111870500,7717,1.075146703,1.114804905,0.878633735,0.713273657,1.531904589,1.263497964,1.046235319,0.876206333,0.748947519,0.658207482,0.596975834,0
564,565,33,861604,17,97,97861604,4872,0.964000397,1.742023169,1.40388578,1.09871683,1.736107745,1.512820561,1.335873243,1.201504224,1.103296275,1.033777551,0.986491372,0
565,566,35,861013,17,97,97861013,2384,0.398742322,0.777858855,1.421438539,1.124857581,1.670369969,1.429116789,1.24178804,1.118134882,1.073776132,1.124799652,1.275992956,0
566,567,36,860904,17,97,97860904,4342,1.13054455,0.898226788,1.267078203,1.194808183,1.654383836,1.401802234,1.190450595,1.016600467,0.875323601,0.759748251,0.662337569,0
567,568,37,861505,17,97,97861505,3225,1.695066317,1.678273845,1.182475059,1.044279839,1.778009355,1.58432712,1.45571102,1.396958582,1.409720601,1.492143696,1.638663144,0
568,569,38,861506,17,97,97861506,4464,2.042815432,1.64103348,1.146975513,1.011604418,1.761847549,1.55154348,1.391761464,1.277768388,1.200088793,1.147951476,1.113808885,0
569,570,39,861701,17,97,97861701,1884,1.157551059,1.501835997,1.111781826,0.885127211,1.736554271,1.497095412,1.292547307,1.114535282,0.951540186,0.794898303,0.644925017,0
570,571,41,861901,17,97,97861901,3624,2.042815432,1.537710008,1.123241653,0.930708761,1.758536312,1.54390188,1.378631036,1.257406869,1.167659281,1.092369304,1.017785953,0
571,572,42,861507,17,97,97861507,2926,2.042815432,1.586918974,1.130116916,1.034602078,1.791355526,1.588485767,1.433862449,1.318709162,1.226773628,1.141028266,1.052986847,0
572,573,43,861014,17,97,97861014,3461,1.200973405,1.244241846,1.421438539,1.176300446,1.701354305,1.456917646,1.249702842,1.074533177,0.925256553,0.795866179,0.682041235,0
573,574,44,860905,17,97,97860905,5456,0.333495626,0.777746028,1.40850629,1.20121047,1.651533983,1.394889333,1.176844006,0.992997477,0.838346313,0.707351056,0.595615808,0
574,575,46,870702,17,111,111870702,6973,1.008283951,0.867144583,1.211802648,1.190721078,1.648954155,1.408375389,1.221774996,1.090653762,1.014132654,0.983694815,0.97980243,0
575,576,50,870603,17,111,111870603,4571,1.075146703,1.366036522,0.755386361,0.820404068,1.574700985,1.31881324,1.116966922,0.967298415,0.865727438,0.802414622,0.760956117,0
576,577,51,870604,17,111,111870604,4923,1.075146703,0.759029305,0.755386361,0.80696361,1.599746229,1.354292492,1.168694825,1.045491133,0.985007584,0.97893363,1.005538783,0
577,578,52,861508,17,97,97861508,3621,1.695066317,1.667710785,1.417141944,1.140725197,1.848083412,1.692044941,1.62173495,1.653753849,1.803186686,2.082426833,2.498832255,0
578,579,56,861603,17,97,97861603,5335,3.529488587,2.023861069,1.50740951,1.249514552,1.893162755,1.716282041,1.587479782,1.501952247,1.448309827,1.412810018,1.3852821,0
579,580,57,861202,17,97,97861202,3339,0.375403398,0.979910584,1.464032294,1.199312792,1.71779661,1.474515345,1.266152295,1.087438804,0.932283219,0.795052897,0.672298921,0
580,581,58,861106,17,97,97861106,7593,1.200973405,1.751060984,1.509702347,1.267195269,1.791522515,1.567075421,1.376133857,1.212893037,1.069828853,0.940057126,0.819917862,0
581,582,60,862200,17,97,97862200,4446,1.81915035,1.770709652,1.281566144,0.972748528,1.825026515,1.618125616,1.451470891,1.314189608,1.186776459,1.051025062,0.902911543,0
582,583,61,861509,17,97,97861509,3087,2.569395897,2.036429015,1.504023805,1.159866182,1.88483616,1.731994074,1.655061177,1.662698134,1.758351001,1.941547624,2.209799837,0
583,584,73,861402,17,97,97861402,3897,0.321923725,1.361289593,1.777130809,1.394458543,1.768874436,1.538165654,1.344835587,1.188371141,1.068071326,0.982138618,0.926741237,0
584,585,76,861504,17,97,97861504,6903,3.99688423,1.986620705,1.421215351,1.241739302,1.946825909,1.80054875,1.711612938,1.667869079,1.639815488,1.592298589,1.505255086,0
585,586,79,861607,17,97,97861607,4284,2.019179279,2.048036092,1.660301953,1.327398666,1.857268133,1.651575727,1.479246699,1.333727277,1.205254222,1.084218215,0.965252951,0
586,587,83,870605,17,111,111870605,4835,1.281627008,1.409776677,0.895048074,0.846167675,1.611969496,1.366233985,1.176590972,1.043360344,0.964062328,0.928508365,0.916716992,0
587,588,85,861105,17,97,97861105,3358,0.545714767,2.00643945,1.668630254,1.357865515,1.827565701,1.621103996,1.464758078,1.371266783,1.361073068,1.460782422,1.693129619,0
588,589,86,870606,17,111,111870606,3985,1.151817568,1.409776677,0.930547619,0.886819507,1.683799492,1.507073307,1.461726537,1.618854339,2.081519674,2.95830968,4.29675229,0
589,590,88,862800,17,97,97862800,2057,3.937774424,1.950746694,1.509063437,1.365089069,2.022374337,1.947850725,1.987574674,2.150845555,2.410767931,2.703086645,2.956279366,0
590,591,92,864203,17,97,97864203,3639,2.36877435,1.092910576,1.374439168,1.44736669,1.779350313,1.557799604,1.379755842,1.247568066,1.163356255,1.126990008,1.134125833,0
591,592,93,864205,17,97,97864205,5569,1.545697685,1.411025976,1.790819351,1.583919296,1.812207167,1.587819951,1.396717254,1.237948444,1.110333109,1.01210874,0.94079102,0
592,593,94,870811,17,111,111870811,4640,2.343517998,1.03750282,1.122288779,1.338139287,1.725871946,1.494018071,1.306600749,1.162791707,1.059429825,0.988544872,0.937146852,0
593,594,95,870904,17,111,111870904,4855,1.559846095,0.883687091,0.80962478,0.543050603,1.519728596,1.30880674,1.234170629,1.365821597,1.793172273,2.560379283,3.576810863,0
594,595,96,870903,17,111,111870903,3604,1.559846095,1.012185096,0.829021432,0.556961281,1.515683479,1.264426124,1.08797652,0.994725372,0.987441385,1.045506447,1.118123618,0
595,596,97,870809,17,111,111870809,5568,3.065129555,1.423028376,0.929925281,1.125312746,1.713049466,1.475897564,1.281012214,1.126036823,1.006313253,0.913778072,0.838940378,0
596,597,101,863601,17,97,97863601,3504,3.187082286,2.037230873,1.650057632,1.405622761,1.971213431,1.814250934,1.705653018,1.642361651,1.612060545,1.594182914,1.564175194,0
597,598,103,863201,17,97,97863201,3320,3.112204416,1.967703032,1.487876075,1.38047264,2.096622595,2.097347237,2.297521381,2.776410361,3.583474181,4.697317088,6.024301702,0
598,599,105,870803,17,111,111870803,7428,1.746583627,1.372643837,0.878476914,1.031318642,1.63918635,1.389739483,1.186887415,1.027600801,0.906733294,0.815899017,0.745836293,0
599,600,107,863702,17,97,97863702,3670,4.590855714,2.541868545,1.66591419,1.622118423,2.048841477,1.908542424,1.810332237,1.7445151,1.68721328,1.611607045,1.50523539,0
600,601,108,870810,17,111,111870810,4575,2.470363496,1.341093507,1.025785082,1.360478605,1.758957859,1.52927293,1.339072219,1.186876758,1.069399441,0.98043449,0.911913197,0
601,602,109,863202,17,97,97863202,6036,4.590855714,2.446508411,1.630015308,1.647650182,2.146580346,2.150884673,2.410959544,3.094931817,4.220077915,5.430965695,6.303656284,0
602,603,110,863002,17,97,97863002,509,4.590855714,2.294782869,1.5647403,1.483026815,2.065908698,1.967392822,1.952956856,2.021899999,2.132436821,2.215072079,2.226778798,0
603,604,111,863701,17,97,97863701,4616,2.82585106,2.195673327,1.69736252,1.518508595,2.103653924,2.075160558,2.233466643,2.702104,3.64830588,5.232999087,7.494207893,0
604,605,112,863603,17,97,97863603,3781,1.442656665,2.167509007,1.963080605,1.508624046,1.972392221,1.800730665,1.667263061,1.569873942,1.500237875,1.443329572,1.379713749,0
605,606,113,864105,17,97,97864105,4681,1.442656665,1.979594153,2.051208076,1.589342868,1.94736491,1.75360917,1.58999593,1.458902655,1.363879146,1.310007937,1.302440607,0
606,607,114,863300,17,97,97863300,2857,2.820961079,2.251231422,1.62216737,1.623100777,2.05564719,1.897894146,1.770626905,1.662975011,1.549908771,1.409278874,1.245819069,0
607,608,115,864106,17,97,97864106,4646,1.906995447,2.347030476,1.96299229,1.589342868,1.9569353,1.764831014,1.597942741,1.4520135,1.320227537,1.195247095,1.072246312,0
608,609,116,864001,17,97,97864001,6012,1.906995447,2.399133279,2.109756023,1.710681201,2.013478266,1.838223765,1.689110019,1.562221876,1.449423913,1.339989855,1.224351879,0
609,610,117,863604,17,97,97863604,3023,1.732588672,2.252255191,1.837561311,1.600475031,2.028115726,1.888400986,1.806821784,1.79355288,1.851429136,1.966730235,2.10126318,0
610,611,119,863801,17,97,97863801,4587,3.295153952,2.538652992,2.036644863,1.813731182,2.096595658,1.949208369,1.831211845,1.738930618,1.662029071,1.586517153,1.500344385,0
611,612,120,870812,17,111,111870812,4779,1.475113957,1.489261676,1.224999976,1.501640735,1.817071886,1.611472903,1.458512238,1.368882678,1.356280247,1.434238576,1.6105232,0
612,613,122,863500,17,97,97863500,4689,3.840163575,2.634601752,1.815318526,1.831525912,2.161104729,2.046826592,1.983929758,1.986310919,2.069102744,2.257127786,2.589986211,0
613,614,123,864204,17,97,97864204,3721,1.475113957,1.489261676,1.382456795,1.6636569,1.876104121,1.692250471,1.573484448,1.545501697,1.645993007,1.922128782,2.420182219,0
614,615,124,870808,17,111,111870808,3546,0.878179586,1.689469195,0.919409065,1.02375281,1.722503405,1.495100783,1.318048655,1.19249755,1.115687403,1.078160139,1.066838106,0
615,616,125,863904,17,97,97863904,3123,3.211239969,2.596601211,2.048592745,1.896919819,2.075579538,1.917986386,1.78698013,1.679295034,1.586260239,1.495457254,1.395045162,0
616,617,126,864107,17,97,97864107,5172,1.098115622,1.921823621,2.236324693,1.74265391,2.002194464,1.81528615,1.652488688,1.516019606,1.409397438,1.3379229,1.307557662,0
617,618,129,863400,17,97,97863400,4536,1.886937134,2.341902172,1.7419126,1.83147525,2.124852734,1.964176071,1.820415234,1.691207928,1.571801,1.462436809,1.374394796,0
618,619,130,870807,17,111,111870807,4568,0.801246364,1.361052085,0.869647116,0.908713538,1.682050987,1.448457286,1.268033348,1.140853169,1.061369317,1.014597698,0.980078543,0
619,620,131,864206,17,97,97864206,3525,1.398180735,1.701331534,1.825714504,1.798810061,1.902308619,1.693177108,1.512311519,1.36130628,1.242976263,1.161275805,1.12064507,0
620,621,134,871305,17,111,111871305,4821,1.318545928,1.440007032,1.460835019,1.410048917,1.838521169,1.621007316,1.439396283,1.296768709,1.197161379,1.143904757,1.137419195,0
621,622,135,871304,17,111,111871304,3287,1.147085918,1.310211553,1.281658444,1.140416663,1.786562913,1.558889996,1.36716779,1.209268577,1.080387712,0.9723209,0.876450766,0
622,623,136,864303,17,97,97864303,4141,3.641121016,1.563078128,1.343858517,1.725158058,1.89940229,1.687382916,1.501206403,1.340573995,1.205283698,1.095052893,1.009774819,0
623,624,138,864305,17,97,97864305,4059,1.859843404,1.485781121,1.808415179,1.788162414,1.942334472,1.734397724,1.546228853,1.376859541,1.22595676,1.094355021,0.984585703,0
624,625,139,864407,17,97,97864407,4860,0.79034487,1.439479592,2.373581037,1.95446887,1.993467516,1.794035151,1.609848966,1.43963006,1.283008284,1.141774974,1.020857272,0
625,626,140,864502,17,97,97864502,3298,2.787123098,2.587292766,2.303528545,2.007421045,2.211803062,2.076802041,1.957066339,1.85101983,1.754380793,1.664626982,1.587811169,0
626,627,141,864402,17,97,97864402,6455,1.44632282,1.913233381,2.388251297,1.920657377,2.088967848,1.915122973,1.756111654,1.61263031,1.486527787,1.382760974,1.311125426,0
627,628,142,864513,17,97,97864513,5291,3.374759626,2.330866496,2.103882277,2.030174429,2.190235813,2.083453833,2.038570806,2.090362471,2.284290788,2.666524418,3.261124889,0
628,629,144,864602,17,97,97864602,4158,4.12433984,2.416886912,2.215240487,1.947909578,2.223195537,2.098485741,2.000794791,1.937715428,1.91719331,1.950880225,2.056974566,0
629,630,145,864601,17,97,97864601,3899,4.588678622,2.656748244,2.239109839,1.974158745,2.259151891,2.159311237,2.102118278,2.105691651,2.19277756,2.394115387,2.750888285,0
630,631,146,865000,17,97,97865000,1475,1.510682673,2.638575753,2.245561443,2.060092267,2.134928322,1.975442171,1.830620816,1.699549228,1.579497965,1.467001928,1.360317164,0
631,632,147,864511,17,97,97864511,5736,4.059979987,2.411357651,2.065990876,1.956949318,2.180574079,2.026130728,1.882350831,1.748722659,1.623595801,1.508496978,1.412401939,0
632,633,148,871301,17,111,111871301,4753,1.112323864,1.699855678,1.105089784,1.035437894,1.759009747,1.565981364,1.45639017,1.453690051,1.575469096,1.813436708,2.122791113,0
633,634,149,871102,17,111,111871102,9519,0.937874451,0.871428441,0.952261732,0.831238121,1.641629901,1.384198565,1.167568973,0.98727283,0.836602905,0.706443897,0.589301416,0
634,635,152,865501,17,97,97865501,2581,3.95980552,2.300703086,2.375755284,2.215253708,2.291608406,2.174891378,2.079458006,2.015150729,1.989533483,2.003824223,2.051210723,0
635,636,153,871306,17,111,111871306,7214,1.112323864,1.310211553,1.272647784,1.065086856,1.789621173,1.564008559,1.375909628,1.223354216,1.100306349,0.99548372,0.896824111,0
636,637,154,864512,17,97,97864512,4593,1.261635279,2.419436905,2.286389332,2.150414095,2.185499368,2.037805382,1.902749982,1.779567076,1.665142377,1.555247521,1.448040284,0
637,638,155,864514,17,97,97864514,1686,2.787123098,2.323110973,2.42800064,2.200852838,2.218825199,2.077612867,1.945322359,1.819345245,1.694207222,1.564531064,1.43137379,0
638,639,156,871307,17,111,111871307,5210,3.484552988,1.389401882,1.596298626,1.455985799,1.867703138,1.650488077,1.462103947,1.302609454,1.171911379,1.069117008,0.992717454,0
639,640,157,864408,17,97,97864408,5203,0.389113797,1.56549788,2.380428355,1.82243535,2.043962777,1.855836953,1.681909823,1.522789546,1.38074013,1.260869774,1.171825315,0
640,641,160,871309,17,111,111871309,9373,1.059178183,1.021274429,1.237465395,1.115621511,1.813432807,1.592898804,1.41221441,1.273395846,1.174512911,1.105819847,1.051787487,0
641,642,161,871308,17,111,111871308,3774,0.905843559,1.321640442,1.432279266,1.224274599,1.843850766,1.619836296,1.423571276,1.253004594,1.104865917,0.974764845,0.859719032,0
642,643,162,864700,17,97,97864700,3143,4.609755793,2.449279941,2.453076356,2.299493933,2.347440625,2.254702399,2.185132127,2.144914262,2.133385383,2.14117317,2.158941967,0
643,644,164,864306,17,97,97864306,2098,3.99108841,1.457425323,1.592233148,1.82740864,1.973420408,1.774151361,1.595463641,1.437957017,1.303389157,1.19523873,1.119244002,0
644,645,165,871402,17,111,111871402,6764,2.47708456,1.260443362,1.419074151,1.452674817,1.910697047,1.698916478,1.511404386,1.348024968,1.208998071,1.095253557,1.009845765,0
645,646,166,864801,17,97,97864801,5291,4.609755793,2.624140886,2.496645346,2.161919389,2.342072148,2.240106104,2.151245893,2.073366073,1.99071024,1.874134666,1.711150929,0
646,647,167,871103,17,111,111871103,10573,0.937874451,0.481784316,1.047316142,0.974655306,1.695927666,1.445063313,1.230744985,1.049365844,0.895233199,0.76041292,0.638504036,0
647,648,168,864521,17,97,97864521,1249,2.87872685,2.787149983,2.569674259,2.203079736,2.275729374,2.145790323,2.021998545,1.904279096,1.792120077,1.689840528,1.616865367,0
648,649,169,864522,17,97,97864522,4918,4.695528195,2.753244735,2.490561818,2.146697933,2.310303374,2.190931662,2.076694516,1.963973785,1.842079003,1.69768911,1.535831445,0
649,650,170,865400,17,97,97865400,3888,4.778182849,2.400244616,2.44276036,2.316241625,2.438196929,2.464870741,2.646973865,3.103252156,3.997599696,5.511809836,7.778355304,0
650,651,171,871104,17,111,111871104,6226,0.343108393,0.847522869,1.05715934,0.941375531,1.665029979,1.403631328,1.17711505,0.981882349,0.813960751,0.669135169,0.545367857,0
651,652,173,864517,17,97,97864517,3396,1.357623382,2.182803419,2.422809862,2.181314582,2.22845765,2.084360704,1.944649282,1.805602847,1.660453414,1.502403951,1.33220109,0
652,653,174,864515,17,97,97864515,2887,1.638835471,2.509070176,2.414232723,2.245732876,2.245753275,2.103385497,1.963667816,1.823627832,1.677431725,1.518702701,1.347836255,0
653,654,176,864403,17,97,97864403,4260,1.026386437,1.92816768,2.227904626,2.170994059,2.184224394,2.020430638,1.856977711,1.691487335,1.522421512,1.35210179,1.19070071,0
654,655,180,871403,17,111,111871403,1125,0.905843559,1.041982283,1.33704636,1.17891987,1.851208876,1.626665553,1.428316554,1.254030606,1.100465978,0.963299899,0.840130313,0
655,656,183,864411,17,97,97864411,4989,2.844186299,1.705565582,1.871969211,1.882609548,2.091573966,1.912773653,1.745047659,1.589142313,1.447641643,1.326455333,1.23622487,0
656,657,184,864308,17,97,97864308,3955,2.550736507,1.617001033,1.682014301,1.927921903,2.066242691,1.900864595,1.767023841,1.67540267,1.642017412,1.689370252,1.846703335,0
657,658,185,864802,17,97,97864802,2918,5.049566743,2.462989078,2.664051,2.497724305,2.522998444,2.687162351,3.270615717,4.749064992,7.710356387,12.15137332,16.83922076,0
658,659,186,864505,17,97,97864505,6107,2.234039743,2.626063153,2.762739355,2.332969734,2.356260086,2.237650868,2.11254502,1.974573156,1.811836466,1.612681492,1.385281872,0
659,660,188,864412,17,97,97864412,4539,2.844186299,1.711094843,1.990650663,1.975639234,2.139384275,1.965101146,1.793825885,1.624040033,1.455585864,1.29196167,1.143144946,0
660,661,190,865801,17,97,97865801,3211,3.299531552,2.494447883,2.454517673,2.558219928,2.464286806,2.420830863,2.424839674,2.505605753,2.692054135,3.000709153,3.427506772,0
661,662,192,871206,17,111,111871206,5265,0.982244961,1.140117509,1.198976724,1.027625047,1.773466873,1.545132941,1.35981612,1.220686673,1.12736703,1.071049579,1.035282064,0
662,663,196,864904,17,97,97864904,2307,3.455495158,2.118089594,2.483461553,2.723456628,2.457399525,2.381872066,2.312691682,2.248098234,2.174795838,2.06977326,1.926243604,0
663,664,200,804202,17,31,31804202,6894,3.261565342,1.777367768,1.700656106,1.795032228,2.17340405,2.009874868,1.850699691,1.695283624,1.543935832,1.399632651,1.271212051,0
664,665,201,803608,17,31,31803608,7563,2.844186299,1.608793298,1.992446937,2.166719328,2.18751863,2.023440147,1.858969313,1.69147694,1.518564597,1.340834837,1.167164583,0
665,666,203,850100,17,89,89850100,17550,0.387478903,1.345296594,1.199766986,1.143501783,1.836087597,1.605171755,1.400465261,1.221137125,1.065993991,0.933244688,0.822326439,0
666,667,209,800100,17,31,31800100,2385,3.709851728,2.513001027,2.443011473,3.257103378,2.490933587,2.388093604,2.268503963,2.136608568,1.993610579,1.826429877,1.621023061,0
